name_x,name_y,time
node_0,node_0,0
node_0,node_1,382
node_0,node_2,594
node_0,node_3,750
node_0,node_4,456
node_0,node_5,600
node_0,node_6,499
node_0,node_7,1037
node_0,node_8,903
node_0,node_9,685
node_0,node_10,145
node_0,node_11,789
node_0,node_12,452
node_0,node_13,1015
node_0,node_14,1183
node_0,node_15,214
node_0,node_16,420
node_0,node_17,996
node_0,node_18,357
node_0,node_19,261
node_0,node_20,207
node_0,node_21,499
node_0,node_22,543
node_0,node_23,347
node_0,node_24,685
node_0,node_25,1281
node_0,node_26,239
node_0,node_27,471
node_0,node_28,673
node_0,node_29,895
node_0,node_30,300
node_0,node_31,594
node_0,node_32,611
node_0,node_33,456
node_0,node_34,624
node_0,node_35,613
node_0,node_36,775
node_0,node_37,875
node_0,node_38,435
node_0,node_39,387
node_0,node_40,516
node_0,node_41,660
node_0,node_42,399
node_0,node_43,797
node_0,node_44,987
node_0,node_45,1133
node_0,node_46,270
node_0,node_47,1060
node_0,node_48,1111
node_0,node_49,794
node_1,node_0,382
node_1,node_1,0
node_1,node_2,326
node_1,node_3,536
node_1,node_4,454
node_1,node_5,332
node_1,node_6,117
node_1,node_7,769
node_1,node_8,635
node_1,node_9,417
node_1,node_10,413
node_1,node_11,407
node_1,node_12,780
node_1,node_13,633
node_1,node_14,915
node_1,node_15,168
node_1,node_16,66
node_1,node_17,728
node_1,node_18,429
node_1,node_19,529
node_1,node_20,321
node_1,node_21,515
node_1,node_22,925
node_1,node_23,51
node_1,node_24,417
node_1,node_25,1013
node_1,node_26,507
node_1,node_27,551
node_1,node_28,291
node_1,node_29,513
node_1,node_30,150
node_1,node_31,326
node_1,node_32,343
node_1,node_33,276
node_1,node_34,426
node_1,node_35,345
node_1,node_36,393
node_1,node_37,493
node_1,node_38,307
node_1,node_39,157
node_1,node_40,898
node_1,node_41,278
node_1,node_42,131
node_1,node_43,415
node_1,node_44,719
node_1,node_45,865
node_1,node_46,242
node_1,node_47,678
node_1,node_48,843
node_1,node_49,604
node_2,node_0,594
node_2,node_1,326
node_2,node_2,0
node_2,node_3,292
node_2,node_4,210
node_2,node_5,274
node_2,node_6,361
node_2,node_7,443
node_2,node_8,309
node_2,node_9,301
node_2,node_10,739
node_2,node_11,651
node_2,node_12,536
node_2,node_13,877
node_2,node_14,589
node_2,node_15,426
node_2,node_16,282
node_2,node_17,402
node_2,node_18,237
node_2,node_19,855
node_2,node_20,387
node_2,node_21,271
node_2,node_22,681
node_2,node_23,377
node_2,node_24,91
node_2,node_25,687
node_2,node_26,833
node_2,node_27,307
node_2,node_28,535
node_2,node_29,757
node_2,node_30,294
node_2,node_31,56
node_2,node_32,405
node_2,node_33,602
node_2,node_34,752
node_2,node_35,433
node_2,node_36,637
node_2,node_37,737
node_2,node_38,633
node_2,node_39,207
node_2,node_40,654
node_2,node_41,522
node_2,node_42,203
node_2,node_43,659
node_2,node_44,393
node_2,node_45,539
node_2,node_46,568
node_2,node_47,922
node_2,node_48,517
node_2,node_49,360
node_3,node_0,750
node_3,node_1,536
node_3,node_2,292
node_3,node_3,0
node_3,node_4,294
node_3,node_5,566
node_3,node_6,653
node_3,node_7,287
node_3,node_8,577
node_3,node_9,593
node_3,node_10,895
node_3,node_11,943
node_3,node_12,298
node_3,node_13,1169
node_3,node_14,433
node_3,node_15,582
node_3,node_16,574
node_3,node_17,606
node_3,node_18,393
node_3,node_19,1011
node_3,node_20,543
node_3,node_21,251
node_3,node_22,389
node_3,node_23,533
node_3,node_24,261
node_3,node_25,531
node_3,node_26,989
node_3,node_27,279
node_3,node_28,827
node_3,node_29,1049
node_3,node_30,450
node_3,node_31,236
node_3,node_32,697
node_3,node_33,758
node_3,node_34,908
node_3,node_35,725
node_3,node_36,929
node_3,node_37,1029
node_3,node_38,789
node_3,node_39,379
node_3,node_40,404
node_3,node_41,814
node_3,node_42,495
node_3,node_43,951
node_3,node_44,363
node_3,node_45,383
node_3,node_46,724
node_3,node_47,1214
node_3,node_48,383
node_3,node_49,68
node_4,node_0,456
node_4,node_1,454
node_4,node_2,210
node_4,node_3,294
node_4,node_4,0
node_4,node_5,484
node_4,node_6,571
node_4,node_7,581
node_4,node_8,495
node_4,node_9,511
node_4,node_10,601
node_4,node_11,861
node_4,node_12,326
node_4,node_13,1087
node_4,node_14,727
node_4,node_15,288
node_4,node_16,492
node_4,node_17,540
node_4,node_18,99
node_4,node_19,717
node_4,node_20,249
node_4,node_21,61
node_4,node_22,471
node_4,node_23,419
node_4,node_24,229
node_4,node_25,825
node_4,node_26,695
node_4,node_27,97
node_4,node_28,745
node_4,node_29,967
node_4,node_30,304
node_4,node_31,154
node_4,node_32,615
node_4,node_33,528
node_4,node_34,696
node_4,node_35,643
node_4,node_36,847
node_4,node_37,947
node_4,node_38,507
node_4,node_39,297
node_4,node_40,444
node_4,node_41,732
node_4,node_42,413
node_4,node_43,869
node_4,node_44,531
node_4,node_45,677
node_4,node_46,430
node_4,node_47,1132
node_4,node_48,655
node_4,node_49,338
node_5,node_0,600
node_5,node_1,332
node_5,node_2,274
node_5,node_3,566
node_5,node_4,484
node_5,node_5,0
node_5,node_6,221
node_5,node_7,437
node_5,node_8,303
node_5,node_9,85
node_5,node_10,745
node_5,node_11,377
node_5,node_12,810
node_5,node_13,603
node_5,node_14,583
node_5,node_15,432
node_5,node_16,266
node_5,node_17,396
node_5,node_18,459
node_5,node_19,861
node_5,node_20,393
node_5,node_21,545
node_5,node_22,955
node_5,node_23,383
node_5,node_24,305
node_5,node_25,681
node_5,node_26,839
node_5,node_27,581
node_5,node_28,487
node_5,node_29,483
node_5,node_30,300
node_5,node_31,330
node_5,node_32,131
node_5,node_33,608
node_5,node_34,758
node_5,node_35,159
node_5,node_36,363
node_5,node_37,463
node_5,node_38,639
node_5,node_39,213
node_5,node_40,928
node_5,node_41,486
node_5,node_42,201
node_5,node_43,385
node_5,node_44,387
node_5,node_45,533
node_5,node_46,574
node_5,node_47,648
node_5,node_48,511
node_5,node_49,634
node_6,node_0,499
node_6,node_1,117
node_6,node_2,361
node_6,node_3,653
node_6,node_4,571
node_6,node_5,221
node_6,node_6,0
node_6,node_7,658
node_6,node_8,524
node_6,node_9,306
node_6,node_10,524
node_6,node_11,290
node_6,node_12,897
node_6,node_13,516
node_6,node_14,804
node_6,node_15,285
node_6,node_16,79
node_6,node_17,617
node_6,node_18,546
node_6,node_19,640
node_6,node_20,438
node_6,node_21,632
node_6,node_22,1042
node_6,node_23,162
node_6,node_24,392
node_6,node_25,902
node_6,node_26,618
node_6,node_27,668
node_6,node_28,266
node_6,node_29,396
node_6,node_30,267
node_6,node_31,417
node_6,node_32,232
node_6,node_33,387
node_6,node_34,537
node_6,node_35,234
node_6,node_36,280
node_6,node_37,376
node_6,node_38,418
node_6,node_39,274
node_6,node_40,1015
node_6,node_41,265
node_6,node_42,158
node_6,node_43,298
node_6,node_44,608
node_6,node_45,754
node_6,node_46,353
node_6,node_47,561
node_6,node_48,732
node_6,node_49,721
node_7,node_0,1037
node_7,node_1,769
node_7,node_2,443
node_7,node_3,287
node_7,node_4,581
node_7,node_5,437
node_7,node_6,658
node_7,node_7,0
node_7,node_8,346
node_7,node_9,362
node_7,node_10,1182
node_7,node_11,712
node_7,node_12,585
node_7,node_13,938
node_7,node_14,154
node_7,node_15,869
node_7,node_16,703
node_7,node_17,375
node_7,node_18,680
node_7,node_19,1298
node_7,node_20,830
node_7,node_21,538
node_7,node_22,620
node_7,node_23,820
node_7,node_24,352
node_7,node_25,250
node_7,node_26,1276
node_7,node_27,566
node_7,node_28,924
node_7,node_29,818
node_7,node_30,737
node_7,node_31,443
node_7,node_32,466
node_7,node_33,1045
node_7,node_34,1195
node_7,node_35,494
node_7,node_36,698
node_7,node_37,854
node_7,node_38,1076
node_7,node_39,650
node_7,node_40,691
node_7,node_41,923
node_7,node_42,638
node_7,node_43,720
node_7,node_44,132
node_7,node_45,96
node_7,node_46,1011
node_7,node_47,983
node_7,node_48,152
node_7,node_49,299
node_8,node_0,903
node_8,node_1,635
node_8,node_2,309
node_8,node_3,577
node_8,node_4,495
node_8,node_5,303
node_8,node_6,524
node_8,node_7,346
node_8,node_8,0
node_8,node_9,218
node_8,node_10,1048
node_8,node_11,418
node_8,node_12,821
node_8,node_13,710
node_8,node_14,280
node_8,node_15,735
node_8,node_16,569
node_8,node_17,93
node_8,node_18,546
node_8,node_19,1164
node_8,node_20,696
node_8,node_21,556
node_8,node_22,966
node_8,node_23,686
node_8,node_24,316
node_8,node_25,378
node_8,node_26,1142
node_8,node_27,592
node_8,node_28,790
node_8,node_29,472
node_8,node_30,603
node_8,node_31,341
node_8,node_32,292
node_8,node_33,911
node_8,node_34,1061
node_8,node_35,290
node_8,node_36,352
node_8,node_37,720
node_8,node_38,942
node_8,node_39,516
node_8,node_40,939
node_8,node_41,789
node_8,node_42,504
node_8,node_43,374
node_8,node_44,214
node_8,node_45,276
node_8,node_46,877
node_8,node_47,783
node_8,node_48,208
node_8,node_49,645
node_9,node_0,685
node_9,node_1,417
node_9,node_2,301
node_9,node_3,593
node_9,node_4,511
node_9,node_5,85
node_9,node_6,306
node_9,node_7,362
node_9,node_8,218
node_9,node_9,0
node_9,node_10,830
node_9,node_11,350
node_9,node_12,837
node_9,node_13,576
node_9,node_14,498
node_9,node_15,517
node_9,node_16,351
node_9,node_17,311
node_9,node_18,486
node_9,node_19,946
node_9,node_20,478
node_9,node_21,572
node_9,node_22,982
node_9,node_23,468
node_9,node_24,332
node_9,node_25,596
node_9,node_26,924
node_9,node_27,608
node_9,node_28,572
node_9,node_29,456
node_9,node_30,385
node_9,node_31,357
node_9,node_32,104
node_9,node_33,693
node_9,node_34,843
node_9,node_35,132
node_9,node_36,336
node_9,node_37,502
node_9,node_38,724
node_9,node_39,298
node_9,node_40,955
node_9,node_41,571
node_9,node_42,286
node_9,node_43,358
node_9,node_44,302
node_9,node_45,448
node_9,node_46,659
node_9,node_47,621
node_9,node_48,426
node_9,node_49,661
node_10,node_0,145
node_10,node_1,413
node_10,node_2,739
node_10,node_3,895
node_10,node_4,601
node_10,node_5,745
node_10,node_6,524
node_10,node_7,1182
node_10,node_8,1048
node_10,node_9,830
node_10,node_10,0
node_10,node_11,732
node_10,node_12,597
node_10,node_13,958
node_10,node_14,1328
node_10,node_15,313
node_10,node_16,479
node_10,node_17,1141
node_10,node_18,502
node_10,node_19,116
node_10,node_20,352
